loan_id,reporting_date,product_type,origination_date,original_amount,outstanding_balance,credit_score_origination,credit_score_current,days_past_due,interest_rate,industry_sector,geography,pd_12m,pd_lifetime,lgd,ifrs9_stage,ecl_amount,ecl_rate
LN0000467,2024-09-30,Mortgage,2022-07-13,173104.62,93784.8,633,637,0,5.45,N/A,South,0.035,0.105,0.1956,2,1926.15,2.0538
LN0000468,2024-09-30,Credit Card,2023-02-23,6837.86,4074.53,682,695,0,18.06,N/A,East,0.0375,0.1125,0.7232,2,331.5,8.1359
LN0000469,2024-09-30,Mortgage,2019-11-30,221295.32,62659.19,666,673,0,4.75,N/A,Central,0.0175,0.0525,0.2179,1,238.94,0.3813
LN0000470,2024-09-30,SME Loan,2020-03-21,23156.62,6313.56,744,715,0,7.62,Technology,East,0.013,0.039,0.4491,1,36.86,0.5838
LN0000471,2024-09-30,Mortgage,2023-06-29,481119.5,357872.08,776,803,0,4.11,N/A,Central,0.0035,0.0105,0.2639,1,330.55,0.0924
LN0000472,2024-09-30,SME Loan,2023-01-13,57381.0,34499.45,671,674,0,8.24,Healthcare,Central,0.0325,0.0975,0.4322,2,1453.79,4.214
LN0000473,2024-09-30,Mortgage,2021-04-18,175037.11,46432.86,803,779,0,4.1,N/A,West,0.0035,0.0105,0.2923,1,47.5,0.1023
LN0000474,2024-09-30,Credit Card,2020-10-02,4017.71,1093.55,802,756,0,17.82,N/A,South,0.0075,0.0225,0.6778,1,5.56,0.5084
LN0000475,2024-09-30,Personal Loan,2023-02-25,15730.27,10083.17,748,763,0,8.74,N/A,West,0.006,0.018,0.6467,1,39.12,0.388
LN0000476,2024-09-30,SME Loan,2023-07-02,94836.6,60997.83,639,700,0,7.6,Services,North,0.013,0.039,0.5082,1,402.99,0.6607
LN0000477,2024-09-30,Mortgage,2023-05-28,352932.98,241399.74,631,606,30,4.77,N/A,South,0.07,0.21,0.1778,2,9013.38,3.7338
LN0000478,2024-09-30,Personal Loan,2023-07-14,5980.78,4459.04,615,619,0,9.22,N/A,West,0.06,0.18,0.6698,2,537.6,12.0564
LN0000479,2024-09-30,SME Loan,2020-04-18,58707.9,17217.05,756,784,0,7.44,Retail,Central,0.0065,0.0195,0.5783,1,64.72,0.3759
LN0000480,2024-09-30,Personal Loan,2021-01-22,12461.53,3215.64,583,551,0,9.92,N/A,South,0.12,0.36,0.5861,2,678.49,21.0997
LN0000481,2024-09-30,Auto Loan,2019-12-06,63522.85,19037.96,734,722,0,6.12,N/A,East,0.009,0.027,0.3236,1,55.45,0.2913
LN0000482,2024-09-30,Auto Loan,2021-03-30,28409.39,8137.66,594,572,0,6.87,N/A,South,0.09,0.27,0.3906,2,858.21,10.5462
LN0000483,2024-09-30,Personal Loan,2022-06-03,25620.12,11822.62,746,771,0,9.01,N/A,East,0.006,0.018,0.6925,1,49.12,0.4155
LN0000484,2024-09-30,Auto Loan,2021-11-07,30194.71,10603.07,681,715,0,7.14,N/A,East,0.009,0.027,0.3868,1,36.91,0.3481
LN0000485,2024-09-30,Personal Loan,2023-09-07,9994.65,6860.78,787,791,0,8.94,N/A,West,0.006,0.018,0.6302,1,25.94,0.3781
LN0000486,2024-09-30,Credit Card,2023-04-29,4344.38,3014.35,771,750,0,17.5,N/A,West,0.0075,0.0225,0.698,1,15.78,0.5235
LN0000487,2024-09-30,Mortgage,2022-01-08,246665.92,94008.45,795,784,0,4.66,N/A,Central,0.0035,0.0105,0.1925,1,63.34,0.0674
LN0000488,2024-09-30,Mortgage,2020-10-16,362878.33,96341.16,797,781,0,4.68,N/A,South,0.0035,0.0105,0.1999,1,67.41,0.07
LN0000489,2024-09-30,SME Loan,2023-09-13,258390.66,196005.86,691,667,120,7.62,Construction,North,0.26,0.78,0.4014,3,61367.87,31.3092
LN0000490,2024-09-30,Credit Card,2019-11-24,5883.11,1655.36,587,585,0,18.93,N/A,West,0.15,0.45,0.6665,2,496.48,29.9923
LN0000491,2024-09-30,Personal Loan,2020-06-02,27234.68,7904.13,596,610,0,9.76,N/A,East,0.06,0.18,0.5291,2,752.77,9.5238
LN0000492,2024-09-30,Auto Loan,2023-02-07,20213.06,12951.46,513,525,30,8.13,N/A,West,0.18,0.54,0.3255,2,2276.48,17.577
LN0000493,2024-09-30,Mortgage,2019-11-21,218094.72,56110.77,593,593,30,5.29,N/A,North,0.14,0.42,0.2496,2,5882.2,10.4832
LN0000494,2024-09-30,Mortgage,2019-10-13,186810.26,55139.48,686,687,0,5.28,N/A,East,0.0175,0.0525,0.2567,1,247.7,0.4492
LN0000495,2024-09-30,Personal Loan,2022-12-29,16133.72,9183.85,635,633,0,9.27,N/A,East,0.06,0.18,0.5455,2,901.76,9.819
LN0000496,2024-09-30,Personal Loan,2020-04-29,10771.13,3014.87,666,633,0,9.27,N/A,South,0.06,0.18,0.6527,2,354.21,11.7488
LN0000497,2024-09-30,Personal Loan,2021-09-17,20699.48,7522.31,719,723,0,9.43,N/A,East,0.012,0.036,0.6093,1,55.0,0.7312
LN0000498,2024-09-30,Mortgage,2022-03-29,168467.67,72418.65,656,641,0,5.26,N/A,West,0.035,0.105,0.2827,2,2149.64,2.9684
LN0000499,2024-09-30,SME Loan,2020-01-24,101734.49,30411.53,590,557,0,8.53,Retail,Central,0.13,0.39,0.4141,2,4911.43,16.1499
LN0000500,2024-09-30,SME Loan,2020-07-12,159659.79,44220.5,676,685,0,8.23,Manufacturing,North,0.0325,0.0975,0.4422,2,1906.54,4.3114
LN0000501,2024-09-30,Auto Loan,2022-01-01,13015.27,4948.27,608,593,0,7.41,N/A,South,0.09,0.27,0.3443,2,460.0,9.2962
LN0000502,2024-09-30,Personal Loan,2023-02-07,47713.94,31483.68,658,664,30,9.59,N/A,East,0.06,0.18,0.6108,2,3461.44,10.9944
LN0000503,2024-09-30,Mortgage,2021-01-07,232913.88,65537.79,787,809,0,4.27,N/A,South,0.0035,0.0105,0.2831,1,64.94,0.0991
LN0000504,2024-09-30,Credit Card,2023-08-08,1785.55,1308.1,658,635,0,18.43,N/A,East,0.075,0.225,0.6906,2,203.26,15.5386
LN0000505,2024-09-30,Auto Loan,2019-10-03,31673.56,8825.3,822,824,0,6.05,N/A,North,0.0045,0.0135,0.361,1,14.34,0.1625
LN0000506,2024-09-30,Mortgage,2021-11-17,272862.08,111169.84,795,749,0,4.4,N/A,South,0.007,0.021,0.1788,1,139.14,0.1252
LN0000507,2024-09-30,Credit Card,2023-06-15,4717.59,2973.51,634,672,30,18.49,N/A,South,0.075,0.225,0.7663,2,512.69,17.2419
LN0000508,2024-09-30,Credit Card,2020-06-11,8067.47,2154.64,591,557,0,18.44,N/A,Central,0.15,0.45,0.6508,2,631.01,29.2861
LN0000509,2024-09-30,Credit Card,2019-12-10,7141.82,1972.1,676,663,0,17.98,N/A,Central,0.0375,0.1125,0.6238,2,138.4,7.0179
LN0000510,2024-09-30,Auto Loan,2020-05-28,33494.97,8656.68,772,806,0,6.81,N/A,West,0.0045,0.0135,0.2942,1,11.46,0.1324
LN0000511,2024-09-30,Auto Loan,2019-12-07,35598.62,10208.47,641,635,0,6.57,N/A,East,0.045,0.135,0.2716,2,374.3,3.6666
LN0000512,2024-09-30,Personal Loan,2022-09-24,12548.86,6736.78,753,723,0,8.59,N/A,East,0.012,0.036,0.6744,1,54.52,0.8093
LN0000513,2024-09-30,Credit Card,2021-02-01,11941.15,3191.51,777,795,0,17.81,N/A,North,0.0075,0.0225,0.7715,1,18.47,0.5787
LN0000514,2024-09-30,Credit Card,2023-03-15,2345.85,1368.9,618,635,0,18.42,N/A,North,0.075,0.225,0.7216,2,222.25,16.2357
LN0000515,2024-09-30,Mortgage,2021-06-05,287743.82,89892.94,626,610,0,5.03,N/A,Central,0.035,0.105,0.1591,2,1501.71,1.6706
LN0000516,2024-09-30,Mortgage,2022-05-11,277204.93,139201.72,737,724,0,4.18,N/A,East,0.007,0.021,0.1886,1,183.77,0.132
LN0000517,2024-09-30,Personal Loan,2020-01-25,21763.04,5936.45,692,681,0,8.92,N/A,Central,0.03,0.09,0.6815,1,121.37,2.0445
LN0000518,2024-09-30,Credit Card,2022-12-31,3223.02,1942.96,625,620,0,18.93,N/A,East,0.075,0.225,0.7096,2,310.21,15.9658
LN0000519,2024-09-30,SME Loan,2023-03-05,29127.24,17526.31,652,605,0,8.25,Retail,South,0.065,0.195,0.551,2,1883.11,10.7445
LN0000520,2024-09-30,Mortgage,2022-05-16,290224.93,141756.05,674,670,0,4.48,N/A,South,0.0175,0.0525,0.2373,1,588.68,0.4153
LN0000521,2024-09-30,Personal Loan,2020-08-16,15815.38,4041.56,555,599,0,10.14,N/A,Central,0.12,0.36,0.6446,2,937.87,23.2056
LN0000522,2024-09-30,Personal Loan,2021-10-29,32655.21,12277.93,741,719,0,9.15,N/A,South,0.012,0.036,0.6618,1,97.51,0.7942
LN0000523,2024-09-30,SME Loan,2023-08-21,40568.48,29741.28,642,627,0,8.25,Services,North,0.065,0.195,0.4978,2,2887.02,9.7071
LN0000524,2024-09-30,Credit Card,2022-11-21,8754.71,5385.33,457,428,0,19.44,N/A,South,0.15,0.45,0.7103,2,1721.34,31.9635
LN0000525,2024-09-30,Credit Card,2021-08-05,16053.9,5243.08,678,693,0,18.13,N/A,East,0.0375,0.1125,0.7543,2,444.92,8.4859
LN0000526,2024-09-30,Personal Loan,2022-11-07,10650.28,6319.22,621,651,0,9.81,N/A,North,0.03,0.09,0.6319,1,119.79,1.8956
LN0000527,2024-09-30,Personal Loan,2020-11-25,6157.55,1735.79,815,845,30,8.55,N/A,North,0.012,0.036,0.696,2,43.49,2.5055
LN0000528,2024-09-30,Mortgage,2022-12-23,218931.2,138702.25,633,602,0,4.8,N/A,East,0.035,0.105,0.1616,2,2353.5,1.6968
LN0000529,2024-09-30,Mortgage,2021-03-03,270222.91,73751.13,592,605,0,5.2,N/A,North,0.035,0.105,0.2261,2,1750.89,2.3741
LN0000530,2024-09-30,Credit Card,2023-01-17,6515.2,3828.35,721,756,60,18.41,N/A,South,0.03,0.09,0.6681,2,230.19,6.0128
LN0000531,2024-09-30,Credit Card,2022-03-06,3656.65,1719.49,627,640,0,18.59,N/A,South,0.075,0.225,0.7406,2,286.53,16.6637
LN0000532,2024-09-30,SME Loan,2022-03-07,293208.42,120389.31,618,630,0,7.96,Services,South,0.065,0.195,0.544,2,12770.9,10.608
LN0000533,2024-09-30,SME Loan,2022-01-28,45244.09,18028.7,721,709,0,7.98,Manufacturing,East,0.013,0.039,0.5674,1,132.98,0.7376
LN0000534,2024-09-30,Personal Loan,2020-11-23,4705.45,1217.34,597,602,0,10.15,N/A,North,0.06,0.18,0.5613,2,122.99,10.1032
LN0000535,2024-09-30,Auto Loan,2021-06-17,46290.14,15041.81,563,594,0,7.37,N/A,South,0.09,0.27,0.2583,2,1049.03,6.9741
LN0000536,2024-09-30,Credit Card,2022-08-05,1576.07,755.34,818,826,30,17.53,N/A,South,0.015,0.045,0.7518,2,25.55,3.3826
LN0000537,2024-09-30,Credit Card,2019-12-05,4437.89,1303.74,726,695,0,18.23,N/A,West,0.0375,0.1125,0.7844,2,115.05,8.8246
LN0000538,2024-09-30,Mortgage,2021-09-04,1275489.47,440889.9,659,647,0,4.51,N/A,West,0.035,0.105,0.229,2,10601.2,2.4045
LN0000539,2024-09-30,Personal Loan,2021-08-30,13263.54,4218.22,680,710,0,9.54,N/A,Central,0.012,0.036,0.6845,1,34.65,0.8214
LN0000540,2024-09-30,Mortgage,2020-09-22,153217.87,41839.82,720,729,0,4.93,N/A,West,0.007,0.021,0.1719,1,50.35,0.1203
LN0000541,2024-09-30,SME Loan,2022-08-04,94828.17,46811.21,758,761,0,7.36,Technology,North,0.0065,0.0195,0.4029,1,122.59,0.2619
LN0000542,2024-09-30,Auto Loan,2022-07-30,29134.54,15380.86,620,606,0,6.83,N/A,East,0.045,0.135,0.2991,2,621.06,4.0379
LN0000543,2024-09-30,Mortgage,2019-11-20,290780.79,83038.6,709,739,0,4.23,N/A,West,0.007,0.021,0.1636,1,95.1,0.1145
LN0000544,2024-09-30,Auto Loan,2023-03-12,38750.74,24483.91,639,681,0,7.19,N/A,West,0.0225,0.0675,0.3089,1,170.17,0.695
LN0000545,2024-09-30,Auto Loan,2023-03-20,19621.0,11571.34,665,696,0,6.69,N/A,North,0.0225,0.0675,0.2538,1,66.08,0.5711
LN0000546,2024-09-30,Personal Loan,2021-10-04,36773.36,13718.11,693,729,0,9.25,N/A,North,0.012,0.036,0.5323,1,87.63,0.6388
LN0000547,2024-09-30,Mortgage,2022-12-21,303324.1,189363.21,679,670,0,4.74,N/A,Central,0.0175,0.0525,0.1739,1,576.28,0.3043
LN0000548,2024-09-30,Auto Loan,2023-03-20,39764.01,26243.81,739,726,0,6.23,N/A,East,0.009,0.027,0.3587,1,84.72,0.3228
LN0000549,2024-09-30,Personal Loan,2022-11-29,9164.66,5601.66,719,715,0,9.16,N/A,East,0.012,0.036,0.6824,1,45.87,0.8189
LN0000550,2024-09-30,Auto Loan,2023-09-18,49739.41,34581.84,559,560,0,7.41,N/A,East,0.09,0.27,0.377,2,3520.09,10.179
LN0000551,2024-09-30,Personal Loan,2020-07-19,11450.27,3377.83,571,607,0,10.02,N/A,North,0.06,0.18,0.6669,2,405.48,12.0042
LN0000552,2024-09-30,Credit Card,2020-10-16,5646.42,1521.7,650,680,0,18.25,N/A,East,0.0375,0.1125,0.7226,2,123.7,8.1291
LN0000553,2024-09-30,Personal Loan,2021-10-09,7632.24,2575.81,826,840,0,8.33,N/A,West,0.006,0.018,0.5747,1,8.88,0.3447
LN0000554,2024-09-30,Personal Loan,2021-08-13,7345.48,2614.13,612,576,30,10.0,N/A,West,0.24,0.72,0.5785,2,1088.84,41.6521
LN0000555,2024-09-30,Credit Card,2020-05-16,6933.38,2061.86,663,621,0,18.64,N/A,North,0.075,0.225,0.6313,2,292.87,14.2042
LN0000556,2024-09-30,Personal Loan,2022-04-21,10237.74,4892.15,637,643,0,9.84,N/A,West,0.06,0.18,0.5744,2,505.81,10.3392
LN0000557,2024-09-30,Mortgage,2021-07-26,175095.79,54906.97,636,658,0,4.69,N/A,North,0.0175,0.0525,0.2198,1,211.2,0.3847
LN0000558,2024-09-30,Mortgage,2022-10-23,194542.97,104776.06,694,692,0,4.5,N/A,Central,0.0175,0.0525,0.1941,1,355.9,0.3397
LN0000559,2024-09-30,Auto Loan,2020-03-08,39323.64,10853.19,792,840,30,6.37,N/A,East,0.009,0.027,0.3426,2,100.39,0.925
LN0000560,2024-09-30,Auto Loan,2023-03-07,23118.42,15517.54,716,689,0,7.02,N/A,West,0.0225,0.0675,0.2607,1,91.02,0.5866
LN0000561,2024-09-30,Auto Loan,2021-12-30,28365.76,10930.11,616,586,0,7.56,N/A,East,0.09,0.27,0.3593,2,1060.34,9.7011
LN0000562,2024-09-30,Mortgage,2020-01-12,270361.13,78991.09,850,833,0,4.33,N/A,Central,0.0035,0.0105,0.2996,1,82.83,0.1049
LN0000563,2024-09-30,Mortgage,2020-02-28,102880.72,27583.21,686,669,0,4.36,N/A,Central,0.0175,0.0525,0.1621,1,78.25,0.2837
LN0000564,2024-09-30,Mortgage,2023-01-23,128596.75,82159.38,634,647,0,5.4,N/A,South,0.035,0.105,0.2813,2,2426.7,2.9536
LN0000565,2024-09-30,Personal Loan,2020-03-22,16346.46,4845.29,793,782,30,9.18,N/A,East,0.012,0.036,0.6997,2,122.05,2.5189
LN0000566,2024-09-30,Personal Loan,2023-01-04,8585.09,5079.3,642,604,0,9.09,N/A,East,0.06,0.18,0.6288,2,574.9,11.3185
LN0000567,2024-09-30,Personal Loan,2021-03-26,25185.78,6836.11,813,835,0,8.6,N/A,North,0.006,0.018,0.5196,1,21.31,0.3117
LN0000568,2024-09-30,Personal Loan,2022-08-09,23863.0,13082.61,610,566,0,9.73,N/A,Central,0.12,0.36,0.6515,2,3068.4,23.454
LN0000569,2024-09-30,Credit Card,2021-07-29,7041.56,2330.6,794,768,0,17.51,N/A,South,0.0075,0.0225,0.6322,1,11.05,0.4741
LN0000570,2024-09-30,Mortgage,2020-05-15,666560.3,190503.07,696,656,0,4.79,N/A,North,0.0175,0.0525,0.2056,1,685.43,0.3598
LN0000571,2024-09-30,Personal Loan,2019-12-13,12710.03,3597.28,783,788,0,9.22,N/A,North,0.006,0.018,0.6778,1,14.63,0.4067
LN0000572,2024-09-30,Auto Loan,2020-09-27,38543.89,10093.87,832,837,0,6.46,N/A,East,0.0045,0.0135,0.253,1,11.49,0.1138
LN0000573,2024-09-30,Personal Loan,2020-01-26,9408.41,2756.81,589,637,0,10.24,N/A,Central,0.06,0.18,0.6237,2,309.5,11.2267
LN0000574,2024-09-30,Auto Loan,2021-10-07,79296.4,27543.58,782,805,0,6.32,N/A,East,0.0045,0.0135,0.3088,1,38.27,0.1389
LN0000575,2024-09-30,Credit Card,2022-07-26,13250.85,7308.67,567,603,30,18.82,N/A,North,0.15,0.45,0.7185,2,2363.08,32.3326
LN0000576,2024-09-30,Credit Card,2023-06-15,4944.05,3235.13,596,603,0,18.93,N/A,South,0.075,0.225,0.6189,2,450.5,13.9253
LN0000577,2024-09-30,Mortgage,2021-12-30,325557.09,138048.02,616,591,0,5.09,N/A,Central,0.07,0.21,0.1595,2,4623.92,3.3495
LN0000578,2024-09-30,Credit Card,2020-10-26,9697.75,2597.15,720,723,0,17.69,N/A,North,0.015,0.045,0.7128,1,27.77,1.0692
LN0000579,2024-09-30,Personal Loan,2022-09-18,12230.84,6447.25,683,697,0,9.56,N/A,Central,0.03,0.09,0.6998,1,135.35,2.0993
LN0000580,2024-09-30,Mortgage,2020-09-07,193239.95,51971.9,667,684,0,4.7,N/A,Central,0.0175,0.0525,0.1721,1,156.53,0.3012
LN0000581,2024-09-30,Personal Loan,2021-02-16,22570.38,6515.06,692,680,0,8.84,N/A,West,0.03,0.09,0.5579,1,109.04,1.6737
LN0000582,2024-09-30,SME Loan,2023-06-21,104287.57,72096.62,727,740,0,7.13,Manufacturing,Central,0.013,0.039,0.4901,1,459.35,0.6371
LN0000583,2024-09-30,Personal Loan,2021-04-23,14910.14,4427.06,733,710,0,9.51,N/A,North,0.012,0.036,0.6717,1,35.68,0.806
LN0000584,2024-09-30,Mortgage,2021-05-31,176815.89,51230.8,768,741,0,4.16,N/A,Central,0.007,0.021,0.2954,1,105.94,0.2068
LN0000585,2024-09-30,Auto Loan,2020-07-19,14956.95,4279.78,826,798,0,6.07,N/A,North,0.0045,0.0135,0.3503,1,6.75,0.1577
LN0000586,2024-09-30,Mortgage,2020-11-15,301966.45,87232.88,678,679,0,5.31,N/A,East,0.0175,0.0525,0.2674,1,408.21,0.468
LN0000587,2024-09-30,Mortgage,2022-04-20,421882.04,185320.22,638,609,0,5.03,N/A,East,0.035,0.105,0.1619,2,3150.35,1.6999
LN0000588,2024-09-30,Mortgage,2021-11-22,239688.78,91739.14,729,718,0,4.18,N/A,East,0.007,0.021,0.1548,1,99.41,0.1084
LN0000589,2024-09-30,Mortgage,2021-01-16,550297.74,152282.13,588,611,60,5.36,N/A,South,0.14,0.42,0.1995,2,12759.72,8.379
LN0000590,2024-09-30,Mortgage,2020-09-21,188724.18,51145.37,626,600,0,4.71,N/A,West,0.035,0.105,0.2033,2,1091.77,2.1346
LN0000591,2024-09-30,Mortgage,2022-07-31,158363.42,79665.9,760,747,0,4.05,N/A,West,0.007,0.021,0.1904,1,106.18,0.1333
LN0000592,2024-09-30,Auto Loan,2021-07-02,28943.7,9408.62,670,672,0,7.25,N/A,Central,0.0225,0.0675,0.2835,1,60.02,0.6379
LN0000593,2024-09-30,Mortgage,2020-07-03,257481.64,68158.99,583,590,0,5.12,N/A,East,0.07,0.21,0.2663,2,3811.66,5.5923
LN0000594,2024-09-30,Mortgage,2021-03-14,394346.15,113146.82,561,548,0,5.62,N/A,East,0.07,0.21,0.2755,2,6546.11,5.7855
LN0000595,2024-09-30,Credit Card,2019-11-06,3335.97,991.04,684,704,0,18.34,N/A,Central,0.015,0.045,0.7539,1,11.21,1.1311
LN0000596,2024-09-30,Personal Loan,2020-11-04,30359.25,8513.76,771,786,0,8.62,N/A,Central,0.006,0.018,0.6393,1,32.66,0.3836
LN0000597,2024-09-30,Auto Loan,2022-05-09,65301.27,31601.7,770,799,0,6.42,N/A,East,0.0045,0.0135,0.3112,1,44.26,0.1401
LN0000598,2024-09-30,Mortgage,2022-09-04,263136.45,131178.57,689,687,0,4.37,N/A,West,0.0175,0.0525,0.2418,1,555.08,0.4231
LN0000599,2024-09-30,Mortgage,2021-10-19,501247.47,197241.58,841,828,0,3.89,N/A,East,0.0035,0.0105,0.2977,1,205.52,0.1042
LN0000600,2024-09-30,Mortgage,2022-05-26,158221.54,73927.59,672,655,0,4.91,N/A,South,0.0175,0.0525,0.2792,1,361.21,0.4886
LN0000601,2024-09-30,Mortgage,2020-05-26,459369.77,129853.41,669,677,0,4.63,N/A,Central,0.0175,0.0525,0.1517,1,344.73,0.2655
LN0000602,2024-09-30,Mortgage,2020-04-01,452995.83,135472.96,475,465,0,6.04,N/A,West,0.07,0.21,0.1519,2,4321.45,3.1899
LN0000603,2024-09-30,Mortgage,2020-06-16,413213.07,116442.46,644,630,0,4.58,N/A,North,0.035,0.105,0.2328,2,2846.32,2.4444
LN0000604,2024-09-30,Mortgage,2022-04-03,266257.31,126071.36,748,737,0,4.49,N/A,North,0.007,0.021,0.2568,1,226.63,0.1798
LN0000605,2024-09-30,Mortgage,2022-02-15,61259.58,26271.64,805,788,0,4.44,N/A,East,0.0035,0.0105,0.2289,1,21.05,0.0801
LN0000606,2024-09-30,Personal Loan,2022-09-08,9090.3,4542.28,614,619,60,9.61,N/A,West,0.24,0.72,0.5871,2,1920.08,42.2713
LN0000607,2024-09-30,Mortgage,2019-11-10,196229.86,57081.69,717,682,0,5.04,N/A,North,0.0175,0.0525,0.246,1,245.74,0.4305
LN0000608,2024-09-30,Personal Loan,2023-04-27,7428.26,4510.64,764,771,0,9.06,N/A,West,0.006,0.018,0.5076,1,13.74,0.3046
LN0000609,2024-09-30,Personal Loan,2020-12-08,14376.44,4119.27,681,698,0,9.8,N/A,South,0.03,0.09,0.5095,1,62.96,1.5284
LN0000610,2024-09-30,Auto Loan,2023-04-18,25145.01,15129.1,497,483,0,7.55,N/A,South,0.09,0.27,0.3957,2,1616.38,10.6839
LN0000611,2024-09-30,Mortgage,2021-02-14,177671.92,52200.67,700,748,0,5.19,N/A,North,0.007,0.021,0.1875,1,68.51,0.1312
LN0000612,2024-09-30,Auto Loan,2022-08-19,19467.08,9703.62,741,741,0,6.65,N/A,Central,0.009,0.027,0.3585,1,31.31,0.3227
LN0000613,2024-09-30,Auto Loan,2019-10-27,22332.42,6211.59,604,565,0,7.47,N/A,North,0.09,0.27,0.3851,2,645.86,10.3977
LN0000614,2024-09-30,Mortgage,2020-05-22,470122.98,132514.4,660,653,0,5.35,N/A,South,0.0175,0.0525,0.1996,1,462.87,0.3493
LN0000615,2024-09-30,Credit Card,2023-03-22,3531.53,2238.48,588,589,120,18.86,N/A,South,1.0,1.0,0.6033,3,1350.47,60.3298
LN0000616,2024-09-30,Credit Card,2023-02-09,3799.14,2284.21,474,486,0,19.74,N/A,South,0.15,0.45,0.6333,2,650.97,28.4987
LN0000617,2024-09-30,Mortgage,2021-10-14,213555.32,78384.72,762,756,0,4.48,N/A,North,0.0035,0.0105,0.1756,1,48.18,0.0615
LN0000618,2024-09-30,Mortgage,2020-07-15,317901.47,85519.85,680,654,0,4.95,N/A,South,0.0175,0.0525,0.2927,1,438.05,0.5122
LN0000619,2024-09-30,Credit Card,2020-07-06,6174.14,1696.13,808,780,0,17.66,N/A,East,0.0075,0.0225,0.6231,1,7.93,0.4675
LN0000620,2024-09-30,Auto Loan,2020-03-08,8796.75,2385.25,749,732,30,6.15,N/A,East,0.018,0.054,0.3216,2,41.42,1.7365
LN0000621,2024-09-30,Mortgage,2021-07-08,447225.23,144020.7,652,638,0,5.05,N/A,North,0.035,0.105,0.2987,2,4516.99,3.1363
LN0000622,2024-09-30,Mortgage,2022-08-24,550280.82,279429.75,673,645,0,5.36,N/A,West,0.035,0.105,0.213,2,6249.45,2.2365
LN0000623,2024-09-30,Personal Loan,2021-04-22,7114.48,2142.55,725,707,0,9.41,N/A,South,0.012,0.036,0.6076,1,15.62,0.729
LN0000624,2024-09-30,Personal Loan,2021-11-23,7454.86,2904.28,757,774,0,9.21,N/A,Central,0.006,0.018,0.6698,1,11.67,0.4018
LN0000625,2024-09-30,Auto Loan,2020-02-05,24832.25,6549.19,706,747,0,6.86,N/A,South,0.009,0.027,0.394,1,23.22,0.3545
LN0000626,2024-09-30,Personal Loan,2023-07-26,8487.91,5944.81,768,787,0,8.76,N/A,Central,0.006,0.018,0.5802,1,20.7,0.3482
LN0000627,2024-09-30,Personal Loan,2023-07-06,15280.86,11214.36,656,689,0,9.14,N/A,South,0.03,0.09,0.6398,1,215.25,1.9194
LN0000628,2024-09-30,Auto Loan,2023-02-27,13648.57,7886.88,600,625,90,6.97,N/A,East,0.18,0.54,0.263,2,1120.09,14.2019
LN0000629,2024-09-30,Mortgage,2023-10-01,153435.6,116442.62,675,696,0,4.38,N/A,South,0.0175,0.0525,0.2141,1,436.28,0.3747
LN0000630,2024-09-30,Mortgage,2020-07-30,579313.23,162009.9,696,688,0,4.94,N/A,South,0.0175,0.0525,0.1804,1,511.47,0.3157
LN0000631,2024-09-30,Auto Loan,2019-12-27,20510.91,5386.78,584,587,0,7.64,N/A,East,0.09,0.27,0.2985,2,434.15,8.0595
LN0000632,2024-09-30,Credit Card,2023-05-15,9151.88,6408.94,573,563,0,18.65,N/A,West,0.15,0.45,0.7495,2,2161.58,33.7276
LN0000633,2024-09-30,Personal Loan,2022-01-22,16534.48,6802.67,716,710,0,8.76,N/A,Central,0.012,0.036,0.5755,1,46.98,0.6906
LN0000634,2024-09-30,Personal Loan,2023-05-22,4511.75,2920.04,647,649,30,9.35,N/A,East,0.12,0.36,0.6078,2,638.93,21.8809
LN0000635,2024-09-30,Mortgage,2023-04-07,368672.72,251018.45,667,685,0,4.71,N/A,North,0.0175,0.0525,0.1763,1,774.45,0.3085
LN0000636,2024-09-30,Personal Loan,2021-07-14,12449.05,4094.75,651,662,0,9.44,N/A,Central,0.03,0.09,0.5845,1,71.8,1.7535
LN0000637,2024-09-30,Personal Loan,2019-12-20,10165.14,3003.0,802,798,0,8.51,N/A,West,0.006,0.018,0.617,1,11.12,0.3703
LN0000638,2024-09-30,Mortgage,2022-09-17,303300.26,168057.59,781,782,120,4.19,N/A,South,0.028,0.084,0.1846,3,2605.97,1.5506
LN0000639,2024-09-30,Mortgage,2021-04-07,340209.45,98094.9,581,592,0,5.75,N/A,Central,0.07,0.21,0.2152,2,4433.1,4.5192
LN0000640,2024-09-30,Personal Loan,2021-12-13,20425.82,8611.9,637,654,0,9.4,N/A,Central,0.03,0.09,0.5686,1,146.9,1.7058
LN0000641,2024-09-30,Mortgage,2022-07-09,483654.66,227370.35,748,710,0,4.8,N/A,North,0.007,0.021,0.2202,1,350.47,0.1541
LN0000642,2024-09-30,Mortgage,2022-02-23,329083.88,150180.4,728,701,0,4.74,N/A,North,0.007,0.021,0.2173,1,228.44,0.1521
LN0000643,2024-09-30,Mortgage,2022-06-26,134885.69,68688.32,677,704,0,4.7,N/A,North,0.007,0.021,0.2479,1,119.19,0.1735
LN0000644,2024-09-30,Mortgage,2021-01-15,211753.32,54659.43,589,587,0,5.62,N/A,West,0.07,0.21,0.242,2,2777.79,5.082
LN0000645,2024-09-30,Mortgage,2020-08-26,1168842.11,324804.87,625,615,30,5.22,N/A,West,0.07,0.21,0.238,2,16233.75,4.998
